piece	div1_nom	div1_num	div2_nom	div2_num	pos	CHRYSALDE	ARNOLPHE	GEORGETTE	ALAIN	AGNÈS	HORACE	GORGETTE	NOTAIRE	ENRIQUE	ORONTE
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	204	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	205	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	206	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	207	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	208	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	209	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	210	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	211	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	212	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	213	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	214	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	215	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	216	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	217	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	218	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	219	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	220	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	221	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	222	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	223	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	224	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	225	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	226	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	227	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	228	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	229	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	230	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	231	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	232	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	233	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	234	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	235	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	236	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	237	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	238	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	239	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	240	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	241	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	242	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	243	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	244	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	245	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	246	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	247	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	248	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	249	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	250	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	251	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	252	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	253	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	254	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	255	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	256	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	257	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	258	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	259	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	260	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	261	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	262	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	263	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	264	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	265	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	266	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	267	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE II	2	SCÈNE VI	13	268	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE PREMIÈRE	14	269	0	1	1	1	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE PREMIÈRE	14	270	0	1	1	1	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE PREMIÈRE	14	271	0	1	1	1	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE PREMIÈRE	14	272	0	1	1	1	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE II	15	273	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE II	15	274	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE II	15	275	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE II	15	276	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE II	15	277	0	1	0	0	1	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE III	16	278	0	1	0	0	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE IV	17	279	0	1	0	0	0	1	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE IV	17	280	0	1	0	0	0	1	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE IV	17	281	0	1	0	0	0	1	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE IV	17	282	0	1	0	0	0	1	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE IV	17	283	0	1	0	0	0	1	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE IV	17	284	0	1	0	0	0	1	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE IV	17	285	0	1	0	0	0	1	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE IV	17	286	0	1	0	0	0	1	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE IV	17	287	0	1	0	0	0	1	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE IV	17	288	0	1	0	0	0	1	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE IV	17	289	0	1	0	0	0	1	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE IV	17	290	0	1	0	0	0	1	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE IV	17	291	0	1	0	0	0	1	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE IV	17	292	0	1	0	0	0	1	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE IV	17	293	0	1	0	0	0	1	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE IV	17	294	0	1	0	0	0	1	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE IV	17	295	0	1	0	0	0	1	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE IV	17	296	0	1	0	0	0	1	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE IV	17	297	0	1	0	0	0	1	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE IV	17	298	0	1	0	0	0	1	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE IV	17	299	0	1	0	0	0	1	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE IV	17	300	0	1	0	0	0	1	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE IV	17	301	0	1	0	0	0	1	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE IV	17	302	0	1	0	0	0	1	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE IV	17	303	0	1	0	0	0	1	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE IV	17	304	0	1	0	0	0	1	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE IV	17	305	0	1	0	0	0	1	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE IV	17	306	0	1	0	0	0	1	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE IV	17	307	0	1	0	0	0	1	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE IV	17	308	0	1	0	0	0	1	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE IV	17	309	0	1	0	0	0	1	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE IV	17	310	0	1	0	0	0	1	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE IV	17	311	0	1	0	0	0	1	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE IV	17	312	0	1	0	0	0	1	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE IV	17	313	0	1	0	0	0	1	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE IV	17	314	0	1	0	0	0	1	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE IV	17	315	0	1	0	0	0	1	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE IV	17	316	0	1	0	0	0	1	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE IV	17	317	0	1	0	0	0	1	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE IV	17	318	0	1	0	0	0	1	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE IV	17	319	0	1	0	0	0	1	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE IV	17	320	0	1	0	0	0	1	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE IV	17	321	0	1	0	0	0	1	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE IV	17	322	0	1	0	0	0	1	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE IV	17	323	0	1	0	0	0	1	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE III	3	SCÈNE V	18	324	0	1	0	0	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE PREMIÈRE	19	325	0	1	0	0	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE II	20	326	0	1	0	0	0	0	0	1	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE II	20	327	0	1	0	0	0	0	0	1	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE II	20	328	0	1	0	0	0	0	0	1	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE II	20	329	0	1	0	0	0	0	0	1	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE II	20	330	0	1	0	0	0	0	0	1	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE II	20	331	0	1	0	0	0	0	0	1	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE II	20	332	0	1	0	0	0	0	0	1	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE II	20	333	0	1	0	0	0	0	0	1	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE II	20	334	0	1	0	0	0	0	0	1	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE II	20	335	0	1	0	0	0	0	0	1	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE II	20	336	0	1	0	0	0	0	0	1	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE II	20	337	0	1	0	0	0	0	0	1	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE II	20	338	0	1	0	0	0	0	0	1	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE II	20	339	0	1	0	0	0	0	0	1	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE II	20	340	0	1	0	0	0	0	0	1	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE II	20	341	0	1	0	0	0	0	0	1	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE II	20	342	0	1	0	0	0	0	0	1	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE II	20	343	0	1	0	0	0	0	0	1	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE II	20	344	0	1	0	0	0	0	0	1	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE II	20	345	0	1	0	0	0	0	0	1	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE II	20	346	0	1	0	0	0	0	0	1	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE II	20	347	0	1	0	0	0	0	0	1	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE II	20	348	0	1	0	0	0	0	0	1	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE II	20	349	0	1	0	0	0	0	0	1	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE II	20	350	0	1	0	0	0	0	0	1	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE III	21	351	0	0	1	1	0	0	0	1	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE III	21	352	0	0	1	1	0	0	0	1	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE III	21	353	0	0	1	1	0	0	0	1	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE III	21	354	0	0	1	1	0	0	0	1	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE IV	22	355	0	1	1	1	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE IV	22	356	0	1	1	1	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE IV	22	357	0	1	1	1	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE IV	22	358	0	1	1	1	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE IV	22	359	0	1	1	1	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE IV	22	360	0	1	1	1	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE IV	22	361	0	1	1	1	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE IV	22	362	0	1	1	1	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE IV	22	363	0	1	1	1	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE IV	22	364	0	1	1	1	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE IV	22	365	0	1	1	1	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE IV	22	366	0	1	1	1	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE IV	22	367	0	1	1	1	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE IV	22	368	0	1	1	1	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE IV	22	369	0	1	1	1	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE IV	22	370	0	1	1	1	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE IV	22	371	0	1	1	1	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE IV	22	372	0	1	1	1	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE IV	22	373	0	1	1	1	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE IV	22	374	0	1	1	1	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE IV	22	375	0	1	1	1	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE IV	22	376	0	1	1	1	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE IV	22	377	0	1	1	1	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE IV	22	378	0	1	1	1	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE IV	22	379	0	1	1	1	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE IV	22	380	0	1	1	1	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE IV	22	381	0	1	1	1	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE IV	22	382	0	1	1	1	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE IV	22	383	0	1	1	1	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE IV	22	384	0	1	1	1	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE IV	22	385	0	1	1	1	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE V	23	386	0	1	0	0	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE VI	24	387	0	1	0	0	0	1	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE VII	25	388	0	1	0	0	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE VIII	26	389	1	1	0	0	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE VIII	26	390	1	1	0	0	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE VIII	26	391	1	1	0	0	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE VIII	26	392	1	1	0	0	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE VIII	26	393	1	1	0	0	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE VIII	26	394	1	1	0	0	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE VIII	26	395	1	1	0	0	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE VIII	26	396	1	1	0	0	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE VIII	26	397	1	1	0	0	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE VIII	26	398	1	1	0	0	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE VIII	26	399	1	1	0	0	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE VIII	26	400	1	1	0	0	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE VIII	26	401	1	1	0	0	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE VIII	26	402	1	1	0	0	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE VIII	26	403	1	1	0	0	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE VIII	26	404	1	1	0	0	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE VIII	26	405	1	1	0	0	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE VIII	26	406	1	1	0	0	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE VIII	26	407	1	1	0	0	0	0	0	0	0	0
L'ÉCOLE DES FEMMES, COMÉDIE.	ACTE IV	4	SCÈNE VIII	26	408	1	1	0	0	0	0	0	0	0	0
